SeniorCitizen,Partner,Dependents,tenure,PhoneService,MultipleLines,OnlineSecurity,OnlineBackup,DeviceProtection,TechSupport,StreamingTV,StreamingMovies,PaperlessBilling,MonthlyCharges,InternetService_Fiber optic,InternetService_No,Contract_One year,Contract_Two year,PaymentMethod_Credit card (automatic),PaymentMethod_Electronic check,PaymentMethod_Mailed check,Predicted_Churn,CustomerID
1,0,0,3.295836866004329,1,0,0,0,0,0,0,1,1,4.379523504455763,1,0,0,0,0,1,0,0,9355-NPPFS
0,0,0,3.295836866004329,1,1,1,1,0,0,1,0,1,4.536891345234797,1,0,0,0,1,0,0,0,3466-RITXD
0,1,1,4.290459441148391,1,0,0,0,0,0,0,0,1,3.0492730404820207,0,1,0,1,1,0,0,0,4821-WQOYN
0,1,1,4.290459441148391,1,1,0,0,0,0,0,0,1,3.2208738275308737,0,1,0,1,0,0,0,0,1820-DJFPH
0,1,0,4.007333185232471,1,1,1,1,0,0,1,1,0,4.677955855713739,1,0,1,0,0,0,0,0,8849-GYOKR
0,0,0,2.5649493574615367,1,1,0,1,0,0,1,0,1,4.5081084731449605,1,0,0,0,0,0,0,0,0135-NMXAP
1,0,0,3.713572066704308,1,0,1,1,0,0,0,0,1,4.384523514872469,1,0,0,0,1,0,0,0,7957-RYHQD
0,1,1,4.219507705176107,1,1,1,1,0,1,1,0,0,4.31748811353631,0,0,0,1,1,0,0,0,3470-OBUET
1,1,1,4.276666119016055,1,1,0,1,1,1,0,1,1,4.302712827954156,0,0,1,0,0,0,0,0,7471-MQPOS
0,0,0,3.4339872044851463,1,1,0,1,0,0,1,1,1,4.617098756853365,1,0,0,0,0,1,0,0,4817-VYYWS
0,1,0,4.290459441148391,1,0,0,0,0,0,0,0,0,3.0155349008501706,0,1,0,1,0,0,0,0,3910-MRQOY
0,1,0,2.70805020110221,1,0,0,0,0,0,0,1,1,4.370712874773608,1,0,0,0,0,1,0,0,3317-VLGQT
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.0204248861443626,0,1,0,0,0,0,1,0,0883-EIBTI
0,1,1,3.6375861597263857,1,1,1,0,1,1,0,0,1,4.155753190350744,0,0,0,1,1,0,0,0,0513-RBGPE
0,0,0,3.4339872044851463,1,1,1,1,0,0,0,1,1,4.557029810660157,1,0,0,0,1,0,0,0,0730-KOAVE
0,0,0,3.7612001156935624,1,1,1,1,1,0,0,1,1,4.605170185988092,1,0,1,0,0,1,0,0,0959-WHOKV
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,0,3.100092288878234,0,1,1,0,0,0,1,0,8909-BOLNL
0,0,0,1.0986122886681098,1,1,0,0,0,0,0,1,1,4.462453883786496,1,0,0,0,0,1,0,0,1143-NMNQJ
0,1,1,4.007333185232471,1,1,1,1,1,1,1,1,0,4.525044141508807,0,0,0,1,1,0,0,0,7401-JIXNM
0,0,0,3.1354942159291497,1,0,1,0,0,1,0,1,1,4.500365071621965,1,0,0,0,0,1,0,0,7277-OZCGZ
0,0,1,3.8501476017100584,1,0,1,1,0,1,1,1,1,4.665324108807838,1,0,1,0,0,0,0,0,2165-VOEGB
0,0,0,4.204692619390966,1,1,0,0,0,0,0,0,0,3.261935314328648,0,1,0,1,0,0,1,0,1767-CJKBA
0,1,1,4.276666119016055,1,0,0,0,0,0,0,0,0,3.039749158970765,0,1,0,1,0,0,0,0,3642-BYHDO
0,1,1,4.204692619390966,1,1,1,1,1,1,1,1,0,4.509760001183433,0,0,0,1,1,0,0,0,0839-JTCUD
0,0,0,2.833213344056216,1,1,0,0,0,0,0,0,0,4.299324142908639,1,0,0,0,0,1,0,0,4547-LYTDD
0,0,1,3.7376696182833684,1,0,0,0,0,0,0,0,0,3.832979798087693,0,0,0,0,0,0,0,0,2887-JPYLU
0,0,0,2.772588722239781,1,1,0,0,0,0,0,0,1,3.912023005428146,0,0,0,0,0,1,0,0,0430-IHCDJ
1,1,0,1.6094379124341003,1,1,0,0,0,0,0,0,0,4.330075229041782,1,0,0,0,0,1,0,0,9274-CNFMO
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,4.259152536523347,1,0,0,0,0,0,0,0,6166-ILMNY
0,0,0,2.9444389791664403,1,1,0,0,0,0,0,0,1,3.937690752176724,0,0,0,0,0,1,0,0,1310-QRITU
1,1,0,3.6635616461296463,1,1,0,0,0,0,0,0,1,4.330075229041782,1,0,0,0,0,0,0,0,9286-DOJGF
1,0,0,3.2188758248682006,1,1,0,1,0,0,0,0,1,4.400603020246817,1,0,0,0,0,1,0,0,7278-CKDNC
0,1,0,4.04305126783455,1,1,0,0,1,1,1,1,0,4.646312129319266,1,0,0,1,0,0,0,0,6766-HFKLA
0,1,0,2.833213344056216,1,1,0,0,0,0,0,0,1,4.335982696172475,1,0,0,0,0,1,0,0,4301-VVZKA
0,1,1,1.9459101490553132,1,0,1,0,0,0,0,0,1,3.9150185144079446,0,0,0,0,0,1,0,0,9644-UMGQA
0,0,0,3.6635616461296463,1,0,0,0,0,0,0,0,1,4.268997904375876,1,0,1,0,0,0,0,0,9565-JSNFM
1,1,0,3.295836866004329,1,1,0,0,1,0,1,1,1,4.596129441335942,1,0,0,0,0,0,0,0,2665-NPTGL
0,1,0,4.1588830833596715,1,1,0,0,1,0,1,1,0,4.640537329825382,1,0,0,1,0,1,0,0,2019-HDCZY
1,0,0,3.258096538021482,1,1,0,1,0,0,1,0,1,4.505349850705881,1,0,0,0,0,1,0,0,8739-WWKDU
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.8066624897703196,0,0,0,0,0,1,0,0,1942-OQFRW
0,1,1,1.9459101490553132,1,1,0,1,1,0,1,0,1,4.554403068934438,1,0,0,0,0,0,1,0,6137-NICCO
1,1,0,4.143134726391533,1,1,0,1,1,0,1,1,1,4.6515765588022475,1,0,1,0,0,1,0,0,6646-QVXLR
1,1,0,3.8501476017100584,0,0,0,1,1,1,1,1,1,4.109233174715851,0,0,1,0,0,0,0,0,4785-QRJHC
0,1,0,4.290459441148391,1,1,0,0,0,0,0,0,1,3.2007118542405295,0,1,0,1,0,0,0,0,6734-PSBAW
0,1,1,3.1354942159291497,1,0,0,1,0,0,1,1,1,4.255612709818223,0,0,1,0,0,0,0,0,3523-QRQLL
0,0,0,2.302585092994046,1,0,0,0,1,0,0,1,1,4.457829598089382,1,0,0,0,1,0,0,0,2959-FENLU
1,1,0,2.8903717578961645,1,1,1,0,1,0,0,0,1,4.458408804592688,1,0,0,0,0,0,0,0,4248-QPAVC
0,0,0,3.6375861597263857,1,1,1,0,0,0,1,0,0,4.184337600748806,0,0,1,0,0,0,0,0,7032-LMBHI
1,0,0,4.276666119016055,1,1,0,0,1,0,1,1,0,4.654436427291009,1,0,0,1,0,0,0,0,8089-UZWLX
0,0,0,2.6390573296152584,1,1,0,0,0,1,1,1,1,4.605170185988092,1,0,0,0,0,0,1,0,2025-JKFWI
0,1,1,3.828641396489095,1,1,0,0,0,0,0,0,1,3.292126286607793,0,1,1,0,1,0,0,0,3887-PBQAO
0,0,0,4.060443010546419,1,0,1,0,1,0,1,1,1,4.3221439250725044,0,0,0,1,0,0,0,0,1023-BQXZE
0,1,1,4.248495242049359,1,1,0,1,1,1,1,1,1,4.698205051955281,1,0,1,0,0,0,0,0,8213-TAZPM
0,0,0,2.833213344056216,1,1,0,0,0,1,0,1,1,4.500365071621965,1,0,0,0,1,0,0,0,1965-DDBWU
0,0,0,2.1972245773362196,1,1,0,0,0,0,0,0,1,4.334017415487521,1,0,0,0,0,1,0,0,3199-XGZCY
0,0,0,2.5649493574615367,1,1,0,0,0,0,1,1,0,4.559649670686282,1,0,0,0,0,1,0,0,3338-CVVEH
0,1,1,0.6931471805599453,1,1,1,0,1,0,1,1,1,4.639088404191552,1,0,0,0,0,1,0,0,7181-BQYBV
1,0,0,3.6375861597263857,1,1,0,0,0,0,1,1,1,4.5803650670691205,1,0,0,0,0,1,0,0,6899-PPEEA
0,1,0,3.2188758248682006,1,0,0,0,0,0,0,0,0,3.0325462466767075,0,1,0,1,0,0,1,0,9548-LERKT
0,1,0,3.4339872044851463,1,1,0,0,0,0,0,1,1,4.454347296253507,1,0,0,0,0,1,0,0,0524-IAVZO
0,0,0,2.5649493574615367,1,0,1,0,1,0,0,0,0,4.415219602029645,1,0,0,0,0,0,0,0,3018-TFTSU
0,1,1,4.276666119016055,1,0,1,1,1,1,0,0,0,4.1751562049585145,0,0,0,1,1,0,0,0,8619-IJNDK
0,1,0,3.8501476017100584,0,0,1,1,0,0,1,0,0,3.840527003723076,0,0,0,0,0,1,0,0,8671-KKKOS
0,1,0,4.23410650459726,1,1,1,1,1,1,1,1,0,4.752727750345706,1,0,0,1,0,0,0,0,4304-TSPVK
1,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.832979798087693,0,0,0,0,0,1,0,0,4706-DGAHW
0,0,0,0.6931471805599453,1,0,1,0,0,0,0,0,1,3.927896354584436,0,0,0,0,1,0,0,0,8757-TFHHJ
0,0,0,0.6931471805599453,1,0,0,0,1,0,0,0,1,3.9406104622800586,0,0,0,0,0,0,1,0,8280-MQRQN
0,0,0,1.6094379124341003,1,0,0,0,0,0,0,1,1,4.030694535145645,0,0,0,0,0,0,1,0,6402-EJMWF
1,1,0,3.5263605246161616,1,0,1,1,0,1,0,1,1,4.549128795104466,1,0,1,0,0,1,0,0,8166-ORCHU
0,0,0,4.143134726391533,1,1,0,1,1,1,1,1,0,4.448516375942715,0,0,0,1,0,0,0,0,8390-FESFV
0,0,0,2.9444389791664403,1,1,1,0,1,0,1,0,0,4.255612709818223,0,0,0,0,0,0,1,0,6890-PFRQX
0,0,0,4.219507705176107,1,0,0,0,0,0,0,0,0,3.070375816549757,0,1,1,0,0,1,0,0,0052-YNYOT
0,1,0,4.290459441148391,1,1,1,1,1,1,1,1,1,4.49647076906475,0,0,0,1,1,0,0,0,6701-YVNQG
0,1,0,3.1354942159291497,1,0,1,1,0,1,1,1,1,4.659658371272161,1,0,0,0,0,1,0,0,9927-DSWDF
0,1,1,3.4965075614664802,1,1,0,1,1,0,0,0,0,4.150252194160397,0,0,0,0,0,0,0,0,0257-KXZGU
0,1,1,4.290459441148391,1,1,1,1,1,1,0,1,1,4.662495252607361,1,0,1,0,1,0,0,0,4815-YOSUK
1,1,0,4.02535169073515,1,1,0,0,0,0,0,0,0,3.9636662385799846,0,0,0,0,0,0,0,0,2055-SIFSS
0,1,0,3.2188758248682006,1,1,0,0,1,0,0,0,1,4.390118804571218,1,0,0,0,0,0,1,0,2203-GHNWN
0,0,0,2.0794415416798357,1,0,0,0,0,0,0,0,1,3.0421386463681466,0,1,0,0,0,0,1,0,9788-YTFGE
0,1,1,4.290459441148391,1,1,0,0,0,0,0,0,1,3.261935314328648,0,1,0,1,1,0,0,0,9430-NKQLY
0,1,1,3.367295829986474,1,0,0,1,1,0,1,1,0,4.618579872898009,1,0,1,0,0,0,0,0,0516-OOHAR
0,1,0,4.0943445622221,1,0,1,1,1,0,1,0,0,4.210645017918261,0,0,1,0,1,0,0,0,1265-HVPZB
1,1,0,4.2626798770413155,1,1,1,1,1,1,1,1,0,4.511408806173617,0,0,0,1,1,0,0,0,1568-BEKZM
0,0,0,4.1588830833596715,1,0,1,1,1,1,1,1,0,4.702296896718814,1,0,0,1,1,0,0,0,5574-NXZIU
0,1,0,1.9459101490553132,1,1,0,1,0,0,0,1,1,4.51906748693468,1,0,0,0,0,1,0,0,8622-ZLFKO
0,0,0,2.8903717578961645,1,0,0,0,0,0,0,0,0,3.039749158970765,0,1,1,0,0,0,0,0,7279-NMVJC
0,0,0,1.9459101490553132,0,0,0,1,0,0,0,0,1,3.449987545831587,0,0,0,0,1,0,0,0,2606-RMDHZ
0,1,1,3.912023005428146,1,1,0,0,0,1,1,1,1,4.594614672048575,1,0,1,0,0,1,0,0,6559-RAKOZ
0,1,1,3.9889840465642745,1,1,1,1,0,0,0,1,0,4.258445572902527,0,0,0,1,0,0,0,0,1172-VIYBP
0,1,1,4.127134385045092,1,1,1,1,1,1,1,1,0,4.489759334476764,0,0,0,1,0,0,1,0,0123-CRBRT
0,1,0,4.2626798770413155,1,1,0,1,1,1,1,0,0,4.303389189156809,0,0,0,1,0,0,0,0,6953-PBDIN
1,1,1,4.204692619390966,1,1,0,0,1,0,1,1,1,4.61015772749913,1,0,0,0,1,0,0,0,1587-FKLZB
0,0,0,2.0794415416798357,1,1,0,0,0,0,0,0,0,3.1986731175506815,0,1,0,0,0,0,1,0,6258-NGCNG
0,1,1,4.290459441148391,0,0,1,1,1,0,0,0,0,3.676300671907076,0,0,0,1,1,0,0,0,3511-BFTJW
0,0,1,2.5649493574615367,1,1,0,0,0,0,0,0,1,4.314149212270796,1,0,0,0,1,0,0,0,7603-USHJS
0,1,0,2.70805020110221,1,0,0,0,0,0,0,0,0,3.8199077165203406,0,0,1,0,0,1,0,0,2599-CZABP
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,1,3.017982882488811,0,1,1,0,0,0,1,0,1179-INLAT
0,1,1,4.02535169073515,1,0,1,1,0,1,0,0,0,4.069881090043726,0,0,0,1,0,0,0,0,3400-ESFUW
0,0,0,2.5649493574615367,1,0,0,0,0,0,0,0,0,3.0469005601283903,0,1,0,0,1,0,0,0,7531-GQHME
0,1,1,4.2626798770413155,1,1,1,1,1,1,1,1,1,4.754882459216418,1,0,0,1,1,0,0,0,3396-DKDEL
0,1,0,4.07753744390572,1,1,1,1,0,1,1,1,1,4.701389043728634,1,0,0,1,1,0,0,0,8819-ZBYNA
1,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,4.260564966136689,1,0,0,0,0,1,0,0,5550-VFRLC
0,0,0,0.6931471805599453,1,1,0,0,0,0,0,0,1,4.358630056867486,1,0,0,0,0,1,0,0,2609-IAICY
0,1,0,3.6109179126442243,1,0,0,0,0,0,0,1,0,4.399375273008495,1,0,0,0,0,1,0,0,1910-FMXJM
1,0,0,2.772588722239781,1,1,0,1,0,0,0,1,0,4.50920979484218,1,0,0,0,0,1,0,0,1112-CUNAO
0,0,0,3.295836866004329,1,0,0,1,0,0,1,0,1,4.4630304188269685,1,0,0,0,0,1,0,0,5226-NOZFC
1,0,0,1.0986122886681098,1,1,0,0,0,0,0,0,1,4.328757705794541,1,0,0,0,0,0,1,0,7235-NXZCP
0,1,1,4.0943445622221,1,0,0,0,0,0,0,0,0,3.0106208860477417,0,1,0,1,1,0,0,0,2146-EGVDT
0,0,0,3.044522437723423,0,0,1,1,1,1,1,0,1,4.02535169073515,0,0,0,0,1,0,0,0,7395-XWZOY
0,1,0,4.248495242049359,1,1,0,1,0,1,1,0,1,4.537426533901572,1,0,0,1,0,0,1,0,9589-ABEPT
0,1,1,2.5649493574615367,1,0,0,0,0,0,1,0,1,4.048300623720694,0,0,0,0,0,0,1,0,7669-LCRSD
0,1,0,2.70805020110221,1,0,1,1,0,1,1,1,0,4.672361435528415,1,0,1,0,0,0,1,0,1113-IUJYX
0,1,0,3.784189633918261,1,1,1,1,0,0,0,1,1,4.554928969551344,1,0,0,0,0,1,0,0,4760-THGOT
1,0,0,4.189654742026425,0,0,0,1,1,0,1,1,1,3.9982007016691985,0,0,0,1,0,0,0,0,9906-NHHVC
1,0,0,2.302585092994046,1,1,0,0,0,0,0,1,1,4.447346100794524,1,0,0,0,1,0,0,0,5357-TZHPP
0,0,0,3.295836866004329,1,0,0,0,0,0,0,0,0,3.0155349008501706,0,1,1,0,0,0,1,0,3985-HOYPM
1,1,0,2.6390573296152584,1,0,0,0,0,0,0,0,1,4.264790324535862,1,0,0,0,0,1,0,0,2398-YPMUR
1,0,0,4.248495242049359,1,1,1,0,1,1,1,1,0,4.711779921046349,1,0,0,1,1,0,0,0,4627-MIHJH
0,1,0,3.9512437185814275,1,0,1,1,1,1,1,1,1,4.433788569232471,0,0,0,1,1,0,0,0,6418-HNFED
0,0,0,3.871201010907891,1,1,0,1,1,0,1,1,1,4.676560182074764,1,0,0,0,0,1,0,0,8938-UMKPI
0,0,0,2.1972245773362196,1,0,0,1,0,0,0,0,0,4.338597076746545,1,0,0,0,0,1,0,0,8584-KMVXD
0,1,1,3.58351893845611,1,0,1,0,0,1,0,0,1,4.024458434757935,0,0,1,0,0,0,0,0,6461-PPAXN
0,0,0,2.70805020110221,1,0,1,0,0,0,0,0,0,3.933784497209659,0,0,0,0,0,0,0,0,1629-DQQVB
0,1,1,4.02535169073515,1,1,0,0,0,0,0,1,0,4.460144413937834,1,0,0,0,0,0,0,0,0913-XWSCN
0,0,0,4.04305126783455,1,0,0,0,0,0,0,0,1,3.022860940942244,0,1,0,1,0,0,0,0,4299-OPXEJ
0,0,0,2.4849066497880004,1,0,1,0,0,0,0,0,0,3.902982260775997,0,0,0,0,1,0,0,0,9820-RMCQV
0,0,0,4.0943445622221,1,0,0,0,1,0,0,1,1,4.132763672126045,0,0,1,0,0,0,0,0,8788-DOXSU
0,1,1,4.290459441148391,1,1,1,0,1,0,1,0,1,4.282896668766692,0,0,0,1,0,0,0,0,2824-DXNKN
0,1,0,4.189654742026425,1,1,1,0,1,1,0,1,0,4.34575157880917,0,0,0,1,0,0,0,0,2649-HWLYB
0,0,0,3.9318256327243257,1,1,0,0,0,0,0,0,0,3.254242968705492,0,1,0,1,0,0,0,0,6292-TOSSS
0,1,1,2.0794415416798357,1,0,0,1,0,1,1,0,1,4.5081084731449605,1,0,0,0,0,1,0,0,1522-VVDMG
0,1,1,4.248495242049359,1,1,0,1,1,1,1,1,1,4.418238016636454,0,0,0,1,0,0,0,0,8645-KOMJQ
0,1,0,4.174387269895637,1,1,1,0,1,0,1,0,1,4.560172820057356,1,0,0,1,1,0,0,0,2434-EEVDB
1,0,0,3.2188758248682006,1,1,0,0,0,0,0,0,1,4.345103280569283,1,0,0,0,0,1,0,0,7534-BFESC
0,0,0,2.995732273553991,1,0,0,0,0,1,1,0,1,4.13596623691292,0,0,0,0,1,0,0,0,4003-FUSHP
1,1,0,3.6375861597263857,1,0,0,0,0,0,0,0,1,4.293878247897177,1,0,0,0,0,0,0,0,9819-FBNSV
0,0,0,1.3862943611198906,1,0,0,0,0,0,0,0,1,4.257030144499196,1,0,0,0,0,0,1,0,4983-CCWMC
0,0,0,0.6931471805599453,1,0,0,0,0,0,1,0,1,4.388257184424518,1,0,0,0,0,1,0,0,2514-GINMM
0,1,1,3.1354942159291497,1,0,1,1,0,1,0,0,1,4.07668962698338,0,0,0,0,0,0,1,0,0377-JBKKT
0,1,1,3.332204510175204,1,0,1,1,0,0,0,0,1,4.402441819416474,1,0,1,0,1,0,0,0,5566-SOEZD
1,0,0,4.02535169073515,0,0,0,0,1,0,1,1,1,3.9328055446106744,0,0,1,0,0,0,0,0,1925-LFCZZ
0,1,1,2.8903717578961645,1,0,0,0,0,0,1,0,0,4.404888303817144,1,0,0,0,0,1,0,0,2955-BJZHG
1,1,0,4.127134385045092,1,1,1,1,1,1,0,0,1,4.55597994179732,1,0,0,0,1,0,0,0,7789-CRUVC
0,0,0,3.828641396489095,1,0,0,0,0,0,0,0,1,3.0633909220278057,0,1,1,0,0,1,0,0,3705-PSNGL
0,0,0,3.7612001156935624,1,0,0,0,0,0,0,0,1,3.075005454448499,0,1,1,0,0,0,1,0,6223-DHJGV
0,1,1,3.6109179126442243,1,1,0,1,1,0,1,0,1,4.5885325448350684,1,0,0,0,0,0,0,0,9445-SZLCH
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,1,3.0610517396746335,0,1,0,0,0,0,1,0,4634-JLRJT
1,1,0,3.713572066704308,1,0,0,1,0,1,1,1,1,4.607168188650764,1,0,1,0,1,0,0,0,2995-UPRYS
0,0,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,4.272490747605575,1,0,0,0,0,0,1,0,3717-OEAUQ
1,1,0,4.007333185232471,1,0,0,0,1,1,1,1,1,4.6061696863211745,1,0,1,0,0,1,0,0,1360-JYXKQ
0,1,0,3.7612001156935624,1,1,1,0,0,0,0,0,0,4.044804116661965,0,0,1,0,1,0,0,0,7995-ZHHNZ
0,1,0,3.1780538303479458,1,1,0,1,1,0,0,0,0,4.445588116163626,1,0,0,0,0,1,0,0,5016-IBERQ
1,0,0,3.4339872044851463,1,1,0,1,0,0,1,1,1,4.612145799724517,1,0,0,0,0,1,0,0,6543-XRMYR
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.065724645374026,0,1,0,0,0,0,1,0,2668-TZSPS
0,0,0,2.6390573296152584,1,0,0,0,0,0,0,0,0,3.017982882488811,0,1,1,0,0,0,1,0,2788-CJQAQ
0,1,1,3.9318256327243257,1,0,0,0,0,0,0,0,1,3.0610517396746335,0,1,1,0,0,0,1,0,5774-QPLTF
0,1,1,3.6375861597263857,0,0,1,0,1,1,0,0,1,3.7184382563554808,0,0,1,0,0,1,0,0,6967-PEJLL
0,1,0,1.9459101490553132,1,0,0,0,0,0,0,0,0,3.0204248861443626,0,1,0,0,0,0,0,0,8053-WWDRO
0,1,1,3.784189633918261,1,1,0,0,0,0,0,0,0,3.228826155721369,0,1,0,1,0,0,1,0,2208-NKVVH
0,0,0,2.3978952727983707,0,0,0,0,0,0,0,1,1,3.5524868292083815,0,0,0,0,0,0,1,0,2309-OSFEU
0,0,0,0.6931471805599453,1,1,0,0,0,0,0,0,1,3.2865344733420154,0,1,0,0,0,0,1,0,2692-PFYTJ
1,1,1,4.143134726391533,1,1,0,1,1,0,0,1,1,4.575741375297279,1,0,0,0,1,0,0,0,9544-PYPSJ
0,1,0,3.871201010907891,1,0,0,1,0,0,1,0,1,4.087655574071304,0,0,0,0,0,0,0,0,9633-DENPU
1,1,0,4.189654742026425,1,1,0,1,1,0,1,1,1,4.675162557808126,1,0,1,0,0,1,0,0,7067-KSAZT
1,1,0,3.044522437723423,1,0,0,0,0,0,1,1,1,4.5217885770490405,1,0,1,0,0,0,0,0,4619-EVPHY
0,0,0,0.6931471805599453,1,0,0,0,0,0,0,0,0,3.0155349008501706,0,1,0,0,0,0,1,0,5766-ZJYBB
1,1,0,3.9889840465642745,1,1,0,0,0,0,1,1,1,4.573163389853005,1,0,1,0,1,0,0,0,2858-EIMXH
0,0,1,1.791759469228055,1,0,0,0,0,0,0,0,0,3.8501476017100584,0,0,0,0,0,0,1,0,1809-DMJHQ
0,1,1,4.007333185232471,1,0,0,0,0,0,0,0,0,3.0633909220278057,0,1,0,1,1,0,0,0,0040-HALCW
1,1,1,4.290459441148391,1,1,1,1,1,1,1,1,0,4.537426533901572,0,0,0,1,1,0,0,0,8580-QVLOC
0,1,1,3.912023005428146,1,0,1,1,1,1,1,1,1,4.4796069630127455,0,0,1,0,0,0,1,0,5204-HMGYF
0,1,1,3.4965075614664802,1,0,1,1,1,1,0,1,0,4.312140507209715,0,0,0,1,0,0,1,0,2498-XLDZR
0,1,1,3.912023005428146,1,0,1,1,0,1,0,0,0,4.104294893075269,0,0,0,0,1,0,0,0,6322-HRPFA
0,1,0,1.0986122886681098,1,1,0,0,1,0,1,0,1,4.5266679578331335,1,0,0,0,0,1,0,0,4927-WWOOZ
0,0,0,2.4849066497880004,1,0,0,0,0,0,0,0,0,4.26549281841793,1,0,0,0,0,1,0,0,2501-XWWTZ
0,1,1,4.290459441148391,1,1,1,1,1,1,0,0,1,4.268997904375876,0,0,0,1,0,0,0,0,3913-FCUUW
0,1,1,3.9318256327243257,1,1,0,0,1,0,0,0,0,4.023564380161053,0,0,1,0,0,0,0,0,2511-MORQY
0,1,0,3.1354942159291497,1,0,0,1,1,0,0,0,1,4.019980146933238,0,0,0,0,0,0,1,0,2087-QAREY
0,1,0,1.791759469228055,1,0,0,0,0,0,0,0,0,4.261975403606051,1,0,0,0,0,1,0,0,0330-IVZHA
0,1,0,3.912023005428146,0,0,1,0,0,0,1,0,0,3.7293013686128518,0,0,0,0,0,0,0,0,1530-ZTDOZ
0,1,1,2.8903717578961645,0,0,1,0,1,0,1,0,0,3.816612820623488,0,0,1,0,1,0,0,0,2233-TXSIU
0,0,0,2.302585092994046,1,1,0,0,0,0,0,0,1,4.341855469984605,1,0,0,0,0,1,0,0,7354-OIJLX
0,0,1,3.6888794541139363,1,1,0,0,0,0,0,0,0,3.258096538021482,0,1,0,1,0,0,1,0,8219-VYBVI
0,0,0,2.1972245773362196,1,0,0,0,0,0,0,0,1,3.054001181677967,0,1,1,0,0,0,0,0,2926-JEJJC
1,1,0,3.4339872044851463,1,1,0,0,1,0,1,1,0,4.328757705794541,0,0,0,1,0,1,0,0,4079-VTGLK
0,1,1,2.9444389791664403,1,0,0,0,0,0,0,0,0,3.065724645374026,0,1,0,0,0,0,1,0,7010-ZMVBF
0,1,1,2.302585092994046,1,0,0,1,0,1,0,0,0,4.021773869387265,0,0,0,0,0,0,1,0,3948-FVVRP
0,0,0,1.6094379124341003,0,0,0,0,1,0,0,0,1,3.4226326623822203,0,0,0,0,0,1,0,0,8650-RHRKE
0,1,1,3.871201010907891,1,0,0,0,0,0,0,0,0,3.0469005601283903,0,1,0,1,1,0,0,0,7634-HLQJR
0,0,0,3.258096538021482,1,0,1,0,1,1,1,1,1,4.66814498514948,1,0,0,0,0,1,0,0,5129-JLPIS
0,0,0,0.6931471805599453,1,1,0,0,0,0,1,1,1,4.569024739351738,1,0,0,0,0,1,0,0,0295-PPHDO
0,0,0,1.9459101490553132,1,1,0,0,0,0,0,0,1,4.3294166844015844,1,0,0,0,0,1,0,0,4229-CZMLL
0,1,0,3.970291913552122,1,1,0,1,0,1,0,0,0,4.132763672126045,0,0,0,0,0,0,0,0,1702-CCFNJ
0,0,0,3.8918202981106265,1,1,0,1,1,0,1,1,1,4.692264892839025,1,0,0,1,0,0,0,0,6583-SZVGP
0,0,0,1.3862943611198906,1,0,1,0,0,0,0,0,1,4.3247946887187485,1,0,0,0,0,1,0,0,2325-NBPZG
0,0,0,2.302585092994046,1,1,0,1,0,0,1,1,1,4.60816569496789,1,0,0,0,1,0,0,0,4445-ZJNMU
0,1,0,1.0986122886681098,1,0,0,0,0,0,0,0,0,3.044522437723423,0,1,0,0,0,0,1,0,4237-CLSMM
0,1,1,4.290459441148391,1,0,0,0,0,0,0,0,0,3.0421386463681466,0,1,0,1,0,0,0,0,4277-BWBML
1,1,0,4.219507705176107,1,1,0,0,0,0,1,1,1,4.560695695886262,1,0,0,0,1,0,0,0,6173-GOLSU
0,1,1,4.143134726391533,1,0,0,0,0,0,0,0,0,3.0587070727153796,0,1,0,1,0,0,0,0,0962-CQPWQ
0,1,1,2.4849066497880004,1,0,0,0,0,0,0,0,1,3.0081547935525483,0,1,0,0,0,0,1,0,4946-EDSEW
0,1,1,4.174387269895637,1,0,0,0,0,0,0,0,1,3.0301337002713233,0,1,0,1,0,0,0,0,9135-HSWOC
0,0,0,1.3862943611198906,1,0,0,1,1,0,0,1,0,4.515245478460105,1,0,0,0,0,1,0,0,0258-NOKBL
0,0,1,3.091042453358316,0,0,1,1,1,1,1,0,0,3.9917579734469997,0,0,0,1,0,0,1,0,9867-XOBQA
0,0,0,3.1354942159291497,1,1,0,0,0,0,0,0,0,3.305053521109253,0,1,0,1,0,0,1,0,4950-HKQTE
0,0,0,3.295836866004329,1,0,0,0,0,0,0,0,0,3.086486636822455,0,1,0,0,0,0,1,0,9313-QOLTZ
0,0,0,3.6109179126442243,1,1,0,0,1,0,0,0,0,4.039536325727106,0,0,1,0,0,1,0,0,6784-XYJAE
0,1,1,3.784189633918261,1,1,0,0,1,0,1,1,1,4.60816569496789,1,0,0,0,0,0,0,0,3524-WQDSG
1,0,0,1.6094379124341003,1,1,0,0,1,0,1,0,1,4.502029427068578,1,0,0,0,0,1,0,0,2865-TCHJW
